day_id,condition_text
D2092,Light Rain with Thunder
D2093,Light Precipitation
D2094,Mist or Fog
D2095,Moderate to Heavy Rain
D2096,Light Precipitation
D2097,Light Rain with Thunder
D2098,Mist or Fog
D2099,Mist or Fog
D2100,Mist or Fog
D2101,Mist or Fog
D2102,Moderate to Heavy Rain
D2103,Mist or Fog
D2104,Mist or Fog
D2105,Partly Cloudy
D2106,Light Rain with Thunder
D2107,Light Rain with Thunder
D2108,Light Rain with Thunder
D2109,Light Rain with Thunder
D2110,Light Rain with Thunder
D2111,Light Rain with Thunder
D2112,Light Rain with Thunder
D2113,Light Rain with Thunder
D2114,Mist or Fog
D2115,Partly Cloudy
D2116,Light Rain with Thunder
D2117,Light Rain with Thunder
D2118,Light Precipitation
D2119,Mist or Fog
D2120,Light Rain with Thunder
D2121,Light Rain with Thunder
D2122,Mist or Fog
D2123,Light Rain with Thunder
D2124,Light Rain with Thunder
D2125,Light Rain with Thunder
D2126,Partly Cloudy
D2127,Light Rain with Thunder
D2128,Light Rain with Thunder
D2129,Light Rain with Thunder
D2130,Light Rain with Thunder
D2131,Light Precipitation
D2132,Mist or Fog
D2133,Mist or Fog
D2134,Mist or Fog
D2135,Mist or Fog
D2136,Mist or Fog
D2137,Partly Cloudy
D2138,Partly Cloudy
D2139,Mist or Fog
D2140,Mist or Fog
D2141,Mist or Fog
D2142,Partly Cloudy
D2143,Mist or Fog
D2144,Partly Cloudy
D2145,Mist or Fog
D2146,Mist or Fog
D2147,Mist or Fog
D2148,Light Rain with Thunder
D2149,Mist or Fog
D2150,Partly Cloudy
D2151,Mist or Fog
D2152,Mist or Fog
D2153,Light Rain with Thunder
D2154,Mist or Fog
D2155,Light Rain with Thunder
D2156,Light Rain with Thunder
D2157,Light Rain with Thunder
D2158,Light Precipitation
D2159,Light Precipitation
D2160,Light Precipitation
D2161,Clear and Sunny
D2162,Light Rain with Thunder
D2163,Light Rain with Thunder
D2164,Light Rain with Thunder
D2165,Light Precipitation
D2166,Light Precipitation
D2167,Light Precipitation
D2168,Light Precipitation
D2169,Light Precipitation
D2170,Light Precipitation
D2171,Light Precipitation
D2172,Light Precipitation
D2173,Light Precipitation
D2174,Light Rain with Thunder
D2175,Mist or Fog
D2176,Clear and Sunny
D2177,Partly Cloudy
D2178,Partly Cloudy
D2179,Clear and Sunny
D2180,Cloudy and Overcast
D2181,Light Rain with Thunder
D2182,Light Rain with Thunder
D2183,Light Precipitation
D2184,Cloudy and Overcast
D2185,Clear and Sunny
D2186,Clear and Sunny
D2187,Cloudy and Overcast
D2188,Cloudy and Overcast
D2189,Clear and Sunny
D2190,Clear and Sunny
D2191,Clear and Sunny
D2192,Clear and Sunny
D2193,Clear and Sunny
D2194,Clear and Sunny
D2195,Clear and Sunny
D2196,Clear and Sunny
D2197,Clear and Sunny
D2198,Clear and Sunny
D2199,Clear and Sunny
D2200,Light Precipitation
D2201,Cloudy and Overcast
D2202,Clear and Sunny
D2203,Clear and Sunny
D2204,Cloudy and Overcast
D2205,Cloudy and Overcast
D2206,Cloudy and Overcast
D2207,Cloudy and Overcast
D2208,Cloudy and Overcast
D2209,Cloudy and Overcast
D2210,Light Rain with Thunder
D2211,Rain Showers
D2212,Light Rain with Thunder
D2213,Mist or Fog
D2214,Mist or Fog
D2215,Light Rain with Thunder
D2216,Mist or Fog
D2217,Mist or Fog
D2218,Light Rain with Thunder
D2219,Mist or Fog
D2220,Thunderstorms
D2221,Light Rain with Thunder
D2222,Mist or Fog
D2223,Mist or Fog
D2224,Light Rain with Thunder
D2225,Mist or Fog
D2226,Light Rain with Thunder
D2227,Light Rain with Thunder
D2228,Mist or Fog
D2229,Mist or Fog
D2230,Mist or Fog
D2231,Moderate to Heavy Rain
D2232,Mist or Fog
D2233,Light Rain with Thunder
D2234,Light Rain with Thunder
D2235,Light Rain with Thunder
D2236,Light Precipitation
D2237,Cloudy and Overcast
D2238,Clear and Sunny
D2239,Mist or Fog
D2240,Light Precipitation
D2241,Light Precipitation
D2242,Clear and Sunny
D2243,Cloudy and Overcast
D2244,Light Precipitation
D2245,Light Precipitation
D2246,Cloudy and Overcast
D2247,Cloudy and Overcast
D2248,Light Precipitation
D2249,Light Precipitation
D2250,Light Precipitation
D2251,Light Precipitation
D2252,Light Precipitation
D2253,Light Rain with Thunder
D2254,Light Rain with Thunder
D2255,Light Rain with Thunder
D2256,Light Precipitation
D2257,Light Precipitation
D2258,Light Precipitation
D2259,Light Precipitation
D2260,Light Precipitation
D2261,Light Precipitation
D2262,Mist or Fog
D2263,Moderate to Heavy Rain
D2264,Mist or Fog
D2265,Mist or Fog
D2266,Mist or Fog
D2267,Mist or Fog
D2268,Mist or Fog
D2269,Moderate to Heavy Rain
D2270,Light Precipitation
D2271,Moderate to Heavy Rain
D2272,Cloudy and Overcast
D2273,Moderate to Heavy Rain
D2274,Moderate to Heavy Rain
D2275,Moderate to Heavy Rain
D2276,Moderate to Heavy Rain
D2277,Moderate to Heavy Rain
D2278,Partly Cloudy
D2279,Mist or Fog
D2280,Cloudy and Overcast
D2281,Partly Cloudy
D2282,Light Precipitation
D2283,Moderate to Heavy Rain
D2284,Moderate to Heavy Rain
D2285,Moderate to Heavy Rain
D2286,Rain Showers
D2287,Moderate to Heavy Rain
D2288,Light Rain with Thunder
D2289,Mist or Fog
D2290,Partly Cloudy
D2291,Light Rain with Thunder
D2292,Partly Cloudy
D2293,Light Rain with Thunder
D2294,Light Rain with Thunder
D2295,Light Rain with Thunder
D2296,Mist or Fog
D2297,Mist or Fog
D2298,Mist or Fog
D2299,Light Rain with Thunder
D2300,Mist or Fog
D2301,Mist or Fog
D2302,Light Precipitation
D2303,Light Precipitation
D2304,Light Rain with Thunder
D2305,Light Rain with Thunder
D2306,Partly Cloudy
D2307,Light Rain with Thunder
D2308,Mist or Fog
D2309,Mist or Fog
D2310,Mist or Fog
D2311,Mist or Fog
D2312,Mist or Fog
D2313,Mist or Fog
D2314,Mist or Fog
D2315,Cloudy and Overcast
D2316,Mist or Fog
D2317,Mist or Fog
D2318,Light Rain with Thunder
D2319,Light Rain with Thunder
D2320,Moderate to Heavy Rain
D2321,Light Rain with Thunder
D2322,Light Rain with Thunder
D2323,Light Rain with Thunder
D2324,Light Rain with Thunder
D2325,Light Rain with Thunder
D2326,Light Rain with Thunder
D2327,Light Precipitation
D2328,Light Precipitation
D2329,Light Precipitation
D2330,Light Precipitation
D2331,Mist or Fog
D2332,Mist or Fog
D2333,Partly Cloudy
D2334,Light Precipitation
D2335,Rain Showers
D2336,Light Precipitation
D2337,Light Rain with Thunder
D2338,Light Rain with Thunder
D2339,Light Rain with Thunder
D2340,Mist or Fog
D2341,Light Rain with Thunder
D2342,Mist or Fog
D2343,Light Precipitation
D2344,Light Rain with Thunder
D2345,Clear and Sunny
D2346,Light Rain with Thunder
D2347,Light Rain with Thunder
D2348,Light Rain with Thunder
D2349,Mist or Fog
D2350,Light Rain with Thunder
D2351,Mist or Fog
D2352,Mist or Fog
D2353,Mist or Fog
D2354,Mist or Fog
D2355,Mist or Fog
D2356,Light Rain with Thunder
D2357,Light Rain with Thunder
D2358,Mist or Fog
D2359,Light Precipitation
D2360,Light Rain with Thunder
D2361,Light Rain with Thunder
D2362,Mist or Fog
D2363,Mist or Fog
D2364,Mist or Fog
D2365,Mist or Fog
D2366,Light Precipitation
D2367,Light Precipitation
D2368,Light Precipitation
D2369,Cloudy and Overcast
D2370,Cloudy and Overcast
D2371,Light Precipitation
D2372,Light Precipitation
D2373,Cloudy and Overcast
D2374,Cloudy and Overcast
D2375,Cloudy and Overcast
D2376,Clear and Sunny
D2377,Cloudy and Overcast
D2378,Cloudy and Overcast
D2379,Cloudy and Overcast
D2380,Cloudy and Overcast
D2381,Light Precipitation
D2382,Cloudy and Overcast
D2383,Cloudy and Overcast
D2384,
D2385,Clear and Sunny
D2386,Cloudy and Overcast
D2387,Cloudy and Overcast
D2388,Cloudy and Overcast
D2389,Clear and Sunny
D2390,Clear and Sunny
D2391,Cloudy and Overcast
D2392,Mist or Fog
D2393,Mist or Fog
D2394,Mist or Fog
D2395,Light Rain with Thunder
D2396,Clear and Sunny
D2397,Mist or Fog
D2398,Moderate to Heavy Rain
D2399,Moderate to Heavy Rain
D2400,Mist or Fog
D2401,Mist or Fog
D2402,Light Rain with Thunder
D2403,Light Rain with Thunder
D2404,Light Rain with Thunder
D2405,Mist or Fog
D2406,Light Rain with Thunder
D2407,Light Precipitation
D2408,Mist or Fog
D2409,Light Precipitation
D2410,Partly Cloudy
D2411,Moderate to Heavy Rain
D2412,Light Rain with Thunder
D2413,Mist or Fog
D2414,Moderate to Heavy Rain
D2415,Light Precipitation
D2416,Light Rain with Thunder
D2417,Light Rain with Thunder
D2418,Clear and Sunny
D2419,Cloudy and Overcast
D2420,Cloudy and Overcast
D2421,Cloudy and Overcast
D2422,Cloudy and Overcast
D2423,Partly Cloudy
D2424,Cloudy and Overcast
D2425,Light Rain with Thunder
D2426,Light Rain with Thunder
D2427,Light Precipitation
D2428,Light Rain with Thunder
D2429,Thunderstorms
D2430,Mist or Fog
D2431,Light Rain with Thunder
D2432,Light Precipitation
D2433,Cloudy and Overcast
D2434,Light Rain with Thunder
D2435,Light Precipitation
D2436,Light Precipitation
D2437,Cloudy and Overcast
D2438,Partly Cloudy
D2439,Light Precipitation
D2440,Light Precipitation
D2441,Cloudy and Overcast
D2442,Light Precipitation
D2443,Mist or Fog
D2444,Mist or Fog
D2445,Moderate to Heavy Rain
D2446,Light Rain with Thunder
D2447,Mist or Fog
D2448,Partly Cloudy
D2449,Light Rain with Thunder
D2450,Light Rain with Thunder
D2451,Light Rain with Thunder
D2452,Mist or Fog
D2453,Light Rain with Thunder
D2454,Mist or Fog
D2455,Light Rain with Thunder
D2456,Light Precipitation
D2457,Light Rain with Thunder
D2458,Light Rain with Thunder
D2459,Light Rain with Thunder
D2460,Light Rain with Thunder
D2461,Light Rain with Thunder
D2462,Light Rain with Thunder
D2463,Light Rain with Thunder
D2464,Light Rain with Thunder
D2465,Mist or Fog
D2466,Light Rain with Thunder
D2467,Light Rain with Thunder
D2468,Light Rain with Thunder
D2469,Light Rain with Thunder
D2470,Light Rain with Thunder
D2471,Light Precipitation
D2472,Light Precipitation
D2473,Light Precipitation
D2474,Light Rain with Thunder
D2475,Light Precipitation
D2476,Cloudy and Overcast
D2477,Clear and Sunny
D2478,Light Precipitation
D2479,Partly Cloudy
D2480,Mist or Fog
D2481,Light Precipitation
D2482,Light Precipitation
D2483,Light Rain with Thunder
D2484,Light Rain with Thunder
D2485,Light Rain with Thunder
D2486,Light Precipitation
D2487,Light Precipitation
D2488,Light Precipitation
D2489,Clear and Sunny
D2490,Clear and Sunny
D2491,Light Precipitation
D2492,Light Precipitation
D2493,Light Precipitation
D2494,Clear and Sunny
D2495,Light Precipitation
D2496,Light Precipitation
D2497,Light Precipitation
D2498,Light Rain with Thunder
D2499,Light Rain with Thunder
D2500,Light Precipitation
D2501,Mist or Fog
D2502,Clear and Sunny
D2503,Cloudy and Overcast
D2504,Clear and Sunny
D2505,Light Rain with Thunder
D2506,Partly Cloudy
D2507,Mist or Fog
D2508,Light Precipitation
D2509,Cloudy and Overcast
D2510,Light Rain with Thunder
D2511,Light Precipitation
D2512,Cloudy and Overcast
D2513,Light Rain with Thunder
D2514,Light Precipitation
D2515,Cloudy and Overcast
D2516,Cloudy and Overcast
D2517,Cloudy and Overcast
D2518,Light Precipitation
D2519,Cloudy and Overcast
D2520,Moderate to Heavy Rain
D2521,Light Precipitation
D2522,Light Precipitation
D2523,Light Precipitation
D2524,Cloudy and Overcast
D2525,Light Precipitation
D2526,Light Precipitation
D2527,Light Precipitation
D2528,Light Precipitation
D2529,Cloudy and Overcast
D2530,Light Precipitation
D2531,Light Precipitation
D2532,Clear and Sunny
D2533,Light Precipitation
D2534,Light Precipitation
D2535,Cloudy and Overcast
D2536,Cloudy and Overcast
D2537,Cloudy and Overcast
D2538,Light Precipitation
D2539,Cloudy and Overcast
D2540,Cloudy and Overcast
D2541,Light Precipitation
D2542,Light Precipitation
D2543,Light Rain with Thunder
D2544,Light Precipitation
D2545,Cloudy and Overcast
D2546,Cloudy and Overcast
D2547,Cloudy and Overcast
D2548,Light Precipitation
D2549,Light Rain with Thunder
D2550,Light Precipitation
D2551,Light Precipitation
D2552,Light Precipitation
D2553,Light Precipitation
D2554,Cloudy and Overcast
D2555,Clear and Sunny
D2556,Cloudy and Overcast
D2557,Clear and Sunny
D2558,Cloudy and Overcast
D2559,Cloudy and Overcast
D2560,Cloudy and Overcast
D2561,Light Rain with Thunder
D2562,Light Rain with Thunder
D2563,Light Rain with Thunder
D2564,Light Rain with Thunder
D2565,Light Precipitation
D2566,Clear and Sunny
D2567,Cloudy and Overcast
D2568,Cloudy and Overcast
D2569,Light Rain with Thunder
D2570,Cloudy and Overcast
D2571,Light Precipitation
D2572,Cloudy and Overcast
D2573,Light Rain with Thunder
D2574,Light Rain with Thunder
D2575,Light Precipitation
D2576,Light Precipitation
D2577,Light Precipitation
D2578,Light Precipitation
D2579,Light Precipitation
D2580,Light Precipitation
D2581,Cloudy and Overcast
D2582,Light Precipitation
D2583,Light Precipitation
D2584,Light Precipitation
D2585,Light Precipitation
D2586,Light Precipitation
D2587,Light Precipitation
D2588,Light Precipitation
D2589,Light Rain with Thunder
D2590,Cloudy and Overcast
D2591,Light Precipitation
D2592,Light Precipitation
D2593,Light Precipitation
D2594,Cloudy and Overcast
D2595,Light Precipitation
D2596,Light Precipitation
D2597,Light Precipitation
D2598,Light Precipitation
D2599,Light Rain with Thunder
D2600,Partly Cloudy
D2601,Mist or Fog
D2602,Light Rain with Thunder
D2603,Mist or Fog
D2604,Light Rain with Thunder
D2605,Light Rain with Thunder
D2606,Light Rain with Thunder
D2607,Mist or Fog
D2608,Light Rain with Thunder
D2609,Light Rain with Thunder
D2610,Light Rain with Thunder
D2611,Light Rain with Thunder
D2612,Light Rain with Thunder
D2613,Light Rain with Thunder
D2614,Light Rain with Thunder
D2615,Light Rain with Thunder
D2616,Partly Cloudy
D2617,Light Rain with Thunder
D2618,Light Rain with Thunder
D2619,Mist or Fog
D2620,Light Rain with Thunder
D2621,Mist or Fog
D2622,Mist or Fog
D2623,Light Rain with Thunder
D2624,Light Rain with Thunder
D2625,Cloudy and Overcast
D2626,Cloudy and Overcast
D2627,Cloudy and Overcast
D2628,Light Precipitation
D2629,Cloudy and Overcast
D2630,Thunderstorms
D2631,Light Rain with Thunder
D2632,Light Rain with Thunder
D2633,Light Precipitation
D2634,Light Precipitation
D2635,Light Precipitation
D2636,Cloudy and Overcast
D2637,Cloudy and Overcast
D2638,Cloudy and Overcast
D2639,Clear and Sunny
D2640,Clear and Sunny
D2641,Cloudy and Overcast
D2642,Clear and Sunny
D2643,Cloudy and Overcast
D2644,Cloudy and Overcast
D2645,Cloudy and Overcast
D2646,Cloudy and Overcast
D2647,Cloudy and Overcast
D2648,Cloudy and Overcast
D2649,Cloudy and Overcast
D2650,Cloudy and Overcast
D2651,Light Precipitation
D2652,Mist or Fog
D2653,Light Precipitation
D2654,Light Precipitation
D2655,Cloudy and Overcast
D2656,Cloudy and Overcast
D2657,Clear and Sunny
D2658,Cloudy and Overcast
D2659,Clear and Sunny
D2660,Clear and Sunny
D2661,Cloudy and Overcast
D2662,Light Precipitation
D2663,Cloudy and Overcast
D2664,Light Rain with Thunder
D2665,Cloudy and Overcast
D2666,Cloudy and Overcast
D2667,Cloudy and Overcast
D2668,Cloudy and Overcast
D2669,Cloudy and Overcast
D2670,Clear and Sunny
D2671,Clear and Sunny
D2672,Light Precipitation
D2673,Partly Cloudy
D2674,Clear and Sunny
D2675,Clear and Sunny
D2676,Clear and Sunny
D2677,Light Rain with Thunder
D2678,Light Rain with Thunder
D2679,Moderate to Heavy Rain
D2680,Partly Cloudy
D2681,Moderate to Heavy Rain
D2682,Mist or Fog
D2683,Mist or Fog
D2684,Mist or Fog
D2685,Moderate to Heavy Rain
D2686,Mist or Fog
D2687,Mist or Fog
D2688,Mist or Fog
D2689,Mist or Fog
D2690,Mist or Fog
D2691,Cloudy and Overcast
D2692,Mist or Fog
D2693,Partly Cloudy
D2694,Mist or Fog
D2695,Mist or Fog
D2696,Mist or Fog
D2697,Mist or Fog
D2698,Cloudy and Overcast
D2699,Moderate to Heavy Rain
D2700,Moderate to Heavy Rain
D2701,Moderate to Heavy Rain
D2702,Clear and Sunny
D2703,Light Rain with Thunder
D2704,Light Rain with Thunder
D2705,Light Precipitation
D2706,Light Precipitation
D2707,Light Rain with Thunder
D2708,Light Precipitation
D2709,Cloudy and Overcast
D2710,Cloudy and Overcast
D2711,Light Precipitation
D2712,Light Rain with Thunder
D2713,Light Precipitation
D2714,Light Precipitation
D2715,Mist or Fog
D2716,Partly Cloudy
D2717,Light Rain with Thunder
D2718,Light Rain with Thunder
D2719,Partly Cloudy
D2720,Light Rain with Thunder
D2721,Light Precipitation
D2722,Cloudy and Overcast
D2723,Light Precipitation
D2724,Clear and Sunny
D2725,Light Rain with Thunder
D2726,Light Rain with Thunder
D2727,Light Rain with Thunder
D2728,Mist or Fog
D2729,Mist or Fog
D2730,Light Rain with Thunder
D2731,Mist or Fog
D2732,Light Rain with Thunder
D2733,Light Rain with Thunder
D2734,Light Rain with Thunder
D2735,Light Rain with Thunder
D2736,Light Rain with Thunder
D2737,Light Rain with Thunder
D2738,Light Precipitation
D2739,Light Rain with Thunder
D2740,Light Rain with Thunder
D2741,Light Precipitation
D2742,Mist or Fog
D2743,Light Rain with Thunder
D2744,Mist or Fog
D2745,Light Precipitation
D2746,Light Precipitation
D2747,Light Rain with Thunder
D2748,Partly Cloudy
D2749,Cloudy and Overcast
D2750,Light Precipitation
D2751,Mist or Fog
D2752,Mist or Fog
D2753,Mist or Fog
D2754,Light Precipitation
D2755,Light Precipitation
D2756,Light Precipitation
D2757,Light Precipitation
D2758,Light Rain with Thunder
D2759,Clear and Sunny
D2760,Cloudy and Overcast
D2761,Cloudy and Overcast
D2762,Cloudy and Overcast
D2763,Cloudy and Overcast
D2764,Cloudy and Overcast
D2765,Light Precipitation
D2766,Clear and Sunny
D2767,Cloudy and Overcast
D2768,Cloudy and Overcast
D2769,Cloudy and Overcast
D2770,Light Rain with Thunder
D2771,Light Precipitation
D2772,Cloudy and Overcast
D2773,Cloudy and Overcast
D2774,Mist or Fog
D2775,Cloudy and Overcast
D2776,Cloudy and Overcast
D2777,Mist or Fog
D2778,Light Rain with Thunder
D2779,Cloudy and Overcast
D2780,Partly Cloudy
D2781,Cloudy and Overcast
D2782,Cloudy and Overcast
D2783,Cloudy and Overcast
D2784,Cloudy and Overcast
D2785,Light Rain with Thunder
D2786,Mist or Fog
D2787,Mist or Fog
D2788,Mist or Fog
D2789,Cloudy and Overcast
D2790,Cloudy and Overcast
D2791,Cloudy and Overcast
D2792,Light Precipitation
D2793,Light Precipitation
D2794,Cloudy and Overcast
D2795,Cloudy and Overcast
D2796,Light Precipitation
D2797,Cloudy and Overcast
D2798,Cloudy and Overcast
D2799,Cloudy and Overcast
D2800,Light Precipitation
D2801,Light Rain with Thunder
D2802,Light Precipitation
D2803,Light Precipitation
D2804,Cloudy and Overcast
D2805,Cloudy and Overcast
D2806,Clear and Sunny
D2807,Cloudy and Overcast
D2808,Cloudy and Overcast
D2809,Cloudy and Overcast
D2810,Cloudy and Overcast
D2811,Cloudy and Overcast
D2812,Mist or Fog
D2813,Light Precipitation
D2814,Clear and Sunny
D2815,Cloudy and Overcast
D2816,Cloudy and Overcast
D2817,Moderate to Heavy Rain
D2818,Partly Cloudy
D2819,Mist or Fog
D2820,Mist or Fog
D2821,Mist or Fog
D2822,Mist or Fog
D2823,Partly Cloudy
D2824,Mist or Fog
D2825,Mist or Fog
D2826,Mist or Fog
D2827,Mist or Fog
D2828,Mist or Fog
D2829,Mist or Fog
D2830,Light Rain with Thunder
D2831,Cloudy and Overcast
D2832,Moderate to Heavy Rain
D2833,Cloudy and Overcast
D2834,Mist or Fog
D2835,Moderate to Heavy Rain
D2836,Mist or Fog
D2837,Mist or Fog
D2838,Mist or Fog
D2839,Partly Cloudy
D2840,Mist or Fog
D2841,Mist or Fog
D2842,Mist or Fog
D2843,Moderate to Heavy Rain
D2844,Mist or Fog
D2845,Mist or Fog
D2846,Light Rain with Thunder
D2847,Mist or Fog
D2848,Mist or Fog
D2849,Mist or Fog
D2850,Mist or Fog
D2851,Mist or Fog
D2852,Light Rain with Thunder
D2853,Light Rain with Thunder
D2854,Light Rain with Thunder
D2855,Light Rain with Thunder
D2856,Light Rain with Thunder
D2857,Light Rain with Thunder
D2858,Light Rain with Thunder
D2859,Light Rain with Thunder
D2860,Light Rain with Thunder
D2861,Light Rain with Thunder
D2862,Light Rain with Thunder
D2863,Light Rain with Thunder
D2864,Light Precipitation
D2865,Light Rain with Thunder
D2866,Moderate to Heavy Rain
D2867,Light Rain with Thunder
D2868,Cloudy and Overcast
D2869,Light Precipitation
D2870,Light Precipitation
D2871,Cloudy and Overcast
D2872,Clear and Sunny
D2873,Cloudy and Overcast
D2874,Clear and Sunny
D2875,Cloudy and Overcast
D2876,Cloudy and Overcast
D2877,Cloudy and Overcast
D2878,Cloudy and Overcast
D2879,Cloudy and Overcast
D2880,Cloudy and Overcast
D2881,Cloudy and Overcast
D2882,Cloudy and Overcast
D2883,Light Rain with Thunder
D2884,Cloudy and Overcast
D2885,Light Precipitation
D2886,Cloudy and Overcast
D2887,Clear and Sunny
D2888,Cloudy and Overcast
D2889,Clear and Sunny
D2890,Cloudy and Overcast
D2891,Cloudy and Overcast
D2892,Cloudy and Overcast
D2893,Cloudy and Overcast
